"Nombre de módulo","Autor","Sitio web","Última versión"
"Payment Groups with Financial Surchange","ADHOC SA",,"13.0.1.0.0"
"Account Payment Mode","Akretion,Odoo Community Association (OCA)","https://github.com/OCA/bank-payment","13.0.1.2.0"
"Account Payment Order","ACSONE SA/NV, Therp BV, Tecnativa, Akretion, Odoo Community Association (OCA)","https://github.com/OCA/bank-payment","13.0.1.6.1"
"Account Payment Order Return","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/bank-payment","13.0.1.0.2"
"Account Payment Partner","Akretion, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/bank-payment","13.0.1.4.0"
"Account Payment Purchase","Akretion, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/bank-payment","13.0.1.0.2"
"Account Payment Purchase Stock","Akretion, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/bank-payment","13.0.1.0.1"
"Account Payment Sale","Akretion, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/bank-payment","13.0.1.1.3"
"Weights in the invoices analysis view","Tecnativa,Odoo Community Association (OCA)","https://www.github.com/account_reporting_weight","13.0.1.0.1"
"Cost-Revenue Spread","Onestein,Odoo Community Association (OCA)","https://github.com/OCA/account-financial-tools","13.0.1.0.0"
"Tax Balance","Agile Business Group, Therp BV, Tecnativa, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/account-financial-reporting","13.0.1.0.3"
"Account Tax Group Widget Base Amount","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/account-invoicing","13.0.1.0.0"
"Definir Impuestos como Código Python","Odoo S.A.",,"13.0.1.0"
"Account Tax Repartition Line Tax Group Account","ForgeFlow,Odoo Community Association (OCA)","https://github.com/OCA/account-financial-tools","13.0.1.0.0"
"Tests de consistencia de contabilidad","Odoo S.A.",,"13.0.1.0"
"Unreconcile Moves on Transfer Cancellation","ADHOC SA, Odoo Community Association (OCA)","www.adhoc.com.ar","13.0.1.0.0"
"Withholdings on Payments","ADHOC SA","www.adhoc.com.ar","13.0.1.1.0"
"Automatic Withholdings on Payments","ADHOC SA","www.adhoc.com.ar","13.0.1.0.0"
"Agreement","Akretion, Yves Goldberg (Ygol Internetwork), Odoo Community Association (OCA)","https://github.com/oca/contract","13.0.1.0.0"
"Agreements Legal","Pavlov Media, Open Source Integrators, Yves Goldberg (Ygol Internetwork), Odoo Community Association (OCA)","https://github.com/OCA/contract","13.0.2.5.1"
"Agreement Sale","Akretion, Odoo Community Association (OCA)","https://github.com/oca/contract","13.0.1.0.0"
"Agreement Service Profile","Pavlov Media, Open Source Integrators, Odoo Community Association (OCA)","https://github.com/OCA/contract","13.0.1.0.0"
"Contabilidad analítica","Odoo S.A.",,"13.0.1.1"
"Base Analytic Department Categorization","Camptocamp, Daniel Reis, Odoo Community Association (OCA)","https://github.com/OCA/account-analytic","13.0.1.3.0"
"Analytic Brand","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/brand","13.0.1.0.0"
"Link analytic items and partner","Tecnativa,Odoo Community Association (OCA)","https://www.tecnativa.com","13.0.1.0.0"
"Analytic Accounts Dimensions","PESOL, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/account-analytic","13.0.1.0.2"
"Analytic Accounts Dimensions Enhanced","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/account-analytic","13.0.1.0.0"
"Analytic Tag Dimension Sale Warning","Camptocamp SA,Odoo Community Association (OCA)","https://github.com/OCA/account-analytic","13.0.1.0.0"
"POS Order Synchronization (Community)","Acespritech Solutions Pvt. Ltd.","http://www.acespritech.com","13.0.1.0.1"
"Gestión de asociaciones","Odoo S.A.",,"13.0.0.1"
"Lista de archivos adjuntos e indexación de documentos","Odoo S.A.",,"13.0.2.1"
"Attachments on S3 storage","Ganar Ganar","https://github.com/ganarganar/saas-odoo","13.0.1.0.0"
"Attachment Unindex Content","Vauxoo, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Audit Log","ABF OSIELL,Odoo Community Association (OCA)","https://github.com/OCA/server-tools/","13.0.1.0.3"
"Auth Api Key","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.0"
"Authenticate via HTTP Remote User","Acsone SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.0"
"Auth JWT","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.1.0"
"Auth JWT Test","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.1.0"
"Autenticación vía LDAP","Odoo S.A.",,"13.0.1.0"
"LDAPS authentication","CorporateHub, Creu Blanca, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.2"
"Autentificación OAuth2","Odoo S.A.",,"13.0.1.0"
"Auth Oauth Autologin","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.1"
"OAuth Multi Token","Florent de Labarre, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.2.0.0"
"Authentication OpenID Connect","ICTSTUDIO, André Schenkels, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.1"
"Política de contraseñas","Odoo S.A.",,"13.0.1.0"
"Soporte de la política de contraseñas para el registro","Odoo S.A.",,"13.0.1.0"
"Saml2 Authentication","XCG Consulting, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.1"
"Inactive Sessions Timeout","ACSONE SA/NV, Dhinesh D, Jesse Morgan, LasLabs, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.1.0"
"Registro","Odoo S.A.",,"13.0.1.0"
"Verify email at signup","Antiun Ingeniería S.L., Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.1"
"Case Insensitive Logins","LasLabs, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.0"
"Database Auto-Backup","Yenthe Van Ginneken, Agile Business Group, Grupo ESOC Ingenieria de Servicios, LasLabs, AdaptiveCity, Odoo Community Association (OCA)","https://github.com/OCA/server-tools/","13.0.1.0.0"
"AutoVacuum Mail Message and Attachment","Akretion, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Barcode action launcher","Creu Blanca, ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.0.0"
"Código de barras","Odoo S.A.",,"13.0.2.0"
"Base","Odoo S.A.",,"13.0.1.3"
"Base Attachment Object Store","Ganar Ganar","https://github.com/ganarganar/saas-odoo","13.0.1.0.0"
"Partner Attendances","IT-Projects LLC, Kolushov Alexandr","https://www.odoo.com/apps/modules/13.0/base_attendance/","13.0.1.1.4"
"Reglas de acción automáticas","Odoo S.A.",,"13.0.1.0"
"Track record changesets","Onestein, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/server-tools/","13.0.1.0.0"
"Base Comments Templates","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.3.0.1"
"Translate Country States","initOS GmbH, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Base Cron Exclusion","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Add custom filters in standard filters and group by dropdowns","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.0.0"
"Base Custom Info","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.1"
"Restrict records duplicating","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.0.0"
"Exception Rule","Akretion, Sodexis, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.1.2"
"Base Export Async","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/queue","13.0.12.0.1.0.0"
"Manage model export profiles","Tecnativa, LasLabs, Ursa Information Systems, brain-tec AG, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.0.1"
"External Database Sources","Daniel Reis, LasLabs, Odoo Community Association (OCA)","https://github.com/OCA/server-backend","13.0.2.0.0"
"External Database Source - MSSQL","Daniel Reis, LasLabs, Odoo Community Association (OCA)","https://github.com/OCA/server-backend","13.0.1.0.0"
"External Database Source - MySQL","Daniel Reis, LasLabs, Odoo Community Association (OCA)","https://github.com/OCA/server-backend","13.0.1.0.0"
"External Database Source - SQLite","Daniel Reis, LasLabs, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Base External System","LasLabs, Odoo Community Association (OCA)","https://github.com/OCA/server-backend","13.0.1.0.0"
"Base Fontawesome","Camptocamp,Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.5.13.0"
"Traducción automática a través de Gengo","Odoo S.A.",,"13.0.1.0"
"Geospatial support for Odoo","Camptocamp,ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/geospatial","13.0.1.0.2"
"Geolocalización de los contactos","Odoo S.A.",,"13.0.2.1"
"Base Global Discount","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/server-backend","13.0.2.0.0"
"Cuentas bancarias IBAN","Odoo S.A.",,"13.0.1.0"
"Importación base","Odoo S.A.",,"13.0.1.0"
"Asynchronous Import","Akretion, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/queue","13.0.2.0.0"
"Base Import Match","Tecnativa, Odoo Community Association (OCA)","https://tecnativa.com","13.0.1.0.2"
"Módulo base de importación","Odoo S.A.",,"13.0.1.0"
"Optional CSV import","Odoo Community Association (OCA), Alejandro Santana <alejandrosantana@anubia.es>, Onestein","https://github.com/OCA/server-ux","13.0.1.0.0"
"Base Jsonify","Akretion, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.3.2.0"
"Location management (aka Better ZIP)","Camptocamp,ACYSOS S.L.,Alejandro Santana,Tecnativa,AdaptiveCity,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.1.3"
"Base Location Geonames Import","Akretion,Agile Business Group,Tecnativa,AdaptiveCity,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.2.0.1"
"NUTS Regions","Tecnativa, Agile Business Group, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact/","13.0.1.0.0"
"Base Many2many Custom Field","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Base Maintenance","ForgeFlow, Odoo Community Association (OCA)","https://www.github.com/OCA/maintenance","13.0.1.1.2"
"Maintenance Settings","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Groups","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/maintenance","13.0.1.0.1"
"Base Menu Visibility Restriction","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.0.0"
"Multi Company Base","LasLabs, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/multi-company","13.0.1.0.3"
"Improved Name Search","Daniel Reis, Odoo Community Association (OCA), ADHOC SA","https://odoo-community.org/","13.0.1.1.0"
"Name Search Multi Lang","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Add a sequence on customers' code","Tiny/initOS GmbH & Co. KG,ACSONE SA/NV,Tecnativa,Camptocamp,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.1"
"Remote Base","Creu Blanca, Odoo Community Association (OCA)","http://github.com/OCA/server-tools","13.0.1.0.1"
"Print Node Printing","ADHOC SA, Odoo Community Association (OCA)",,"13.0.1.0.0"
"Report to printer","Agile Business Group & Domsense, Pegueroles SCP, NaN, LasLabs, Camptocamp, Odoo Community Association (OCA), Open for Small Business Ltd","https://github.com/OCA/report-print-send","13.0.1.3.0"
"Report to printer - Mail extension","DynApps NV, Odoo Community Association (OCA)","https://github.com/OCA/report-print-send","13.0.1.0.0"
"Base Rest","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/rest-framework","13.0.3.1.1"
"REST Authentication Service","Wakari, Odoo Community Association (OCA)","https://github.com/OCA/rest-framework","13.0.1.0.1"
"Base Rest Datamodel","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/rest-framework","13.0.3.1.0"
"Base Rest Demo","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/rest-framework","13.0.3.0.2"
"Add custom filters for fields via UI","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.0.1"
"Fuzzy Search","bloopark systems GmbH & Co. KG, ForgeFlow, Serpent CS, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.1"
"Base Search Mail Content","ForgeFlow, SerpentCS, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.1"
"Herramientas de configuración inicial","Odoo S.A.",,"13.0.1.0"
"Campos dispersos","Odoo S.A.",,"13.0.1.0"
"Base Sparse Field List Support","Akretion,Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.2"
"Base Sub State","Akretion, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.1.0"
"Technical features group","Opener B.V., Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.0.1"
"Base Technical User","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/server-tools/","13.0.1.0.0"
"Base Tier Validation","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.8.0"
"Base Tier Validation Formula","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.2.0"
"Base Tier Validation Forward","Ecosoft,Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.1.1"
"Base Time Window","ACSONE SA/NV, Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.1"
"User Locale Settings","Brainbean Apps, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.1.0"
"User roles","ABF OSIELL, Odoo Community Association (OCA)","https://github.com/OCA/server-backend","13.0.1.2.0"
"Base User Role History","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/server-backend","13.0.1.0.0"
"Base User Show Email","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.0"
"Validación de número de identificación fiscal (NIF)","Odoo S.A.",,"13.0.1.0"
"Optional validation of VAT via VIES","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/account-financial-tools","13.0.1.0.1"
"Base VAT Sanitized","Akretion,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Extended view inheritance","Therp BV,Odoo Community Association (OCA)",,"13.0.1.1.0"
"BI SQL Editor","GRAP,Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.1"
"Tableros","Odoo S.A.",,"13.0.1.0"
"Brand","Odoo Community Association (OCA),ACSONE SA/NV","https://github.com/OCA/brand","13.0.1.0.1"
"Brand External Report Layout","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/brand","13.0.1.0.2"
"Bus IM","Odoo S.A.",,"13.0.1.0"
"Bus Alt Connection","Trobz,Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Adjusted Calendar View","IT Projects Labs, Ivan Yelizariev","https://twitter.com/OdooFree","13.0.1.0.0"
"Calendario - SMS","Odoo S.A.",,"13.0.1.0"
"Chained Swapper","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.0.0"
"Company Dependent Attribute","Akretion, Odoo Community Association (OCA)","https://github.com/OCA/multi-company","13.0.1.0.0"
"Components","Camptocamp,Odoo Community Association (OCA)","https://github.com/OCA/connector","13.0.1.2.0"
"Components Events","Camptocamp,Odoo Community Association (OCA)","http://odoo-connector.com","13.0.1.1.1"
"Configuration Helper","Akretion,Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Connector","Camptocamp,Openerp Connector Core Editors,Odoo Community Association (OCA)","http://odoo-connector.com","13.0.1.2.2"
"Connector Base Product","Openerp Connector Core Editors, Odoo Community Association (OCA)","http://odoo-connector.com","13.0.1.0.0"
"Contactos","Odoo S.A.",,"13.0.1.0"
"Recurring - Contracts Management","Tecnativa, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/oca/contract","13.0.2.8.0"
"Contract Brand","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/contract","13.0.1.0.0"
"Contract layout category hide detail","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/contract","13.0.1.0.0"
"Contract Mandate","Odoo Community Association (OCA), Tecnativa","https://github.com/OCA/contract","13.0.1.0.0"
"Contract Payment Mode","Domatix, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/contract","13.0.1.0.0"
"Contract from Sale","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/contract","13.0.1.1.0"
"Contract Variable Qty Timesheet","Tecnativa, Odoo Community Association (OCA)","https://github.com/oca/contract","13.0.1.0.0"
"Variable quantity in contract recurrent invoicing","Tecnativa,Odoo Community Association (OCA)","https://www.tecnativa.com","13.0.1.2.0"
"Claims Management","Odoo S.A., Tecnativa, Odoo Community Association (OCA)",,"13.0.1.0.1"
"Sequential Code for Claims","AvanzOSC, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/crm","13.0.1.0.0"
"CRM Claim Types","Vauxoo, Ursa Information Systems, Odoo Community Association (OCA)","https://github.com/OCA/crm","13.0.1.0.0"
"CRM Event Category","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/event","13.0.1.0.0"
"Generación de Iniciativas","Odoo S.A.",,"13.0.1.0"
"Mejora de iniciativas","Odoo S.A.",,"13.0.1.0"
"Generación de Iniciativas des de las visitas a la página web","Odoo S.A.",,"13.0.1.0"
"CRM Industry","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/crm","13.0.1.0.0"
"Sequential Code for Leads / Opportunities","Tecnativa, AvanzOSC, Odoo Community Association (OCA)","https://github.com/OCA/crm","13.0.1.0.0"
